SYMBOL_NAME,Time,ASK_PRICE,ASK_SIZE,BID_PRICE,BID_SIZE
MILLBURN::::CL.NY.J.2025,2025-03-02T18:26:00.000000000-0500,70.14,4,70.13,9
MILLBURN::::CL.NY.J.2025,2025-03-02T18:27:00.000000000-0500,70.14,7,70.13,10
MILLBURN::::CL.NY.J.2025,2025-03-02T18:28:00.000000000-0500,70.15,5,70.14,2
MILLBURN::::CL.NY.J.2025,2025-03-02T18:29:00.000000000-0500,70.15,5,70.14,2
MILLBURN::::CL.NY.J.2025,2025-03-02T18:30:00.000000000-0500,70.22,12,70.2,6
MILLBURN::::CL.NY.J.2025,2025-03-02T18:31:00.000000000-0500,70.22,9,70.2,7
MILLBURN::::CL.NY.J.2025,2025-03-02T18:32:00.000000000-0500,70.22,23,70.2,5
MILLBURN::::CL.NY.J.2025,2025-03-02T18:33:00.000000000-0500,70.23,7,70.21,5
MILLBURN::::CL.NY.J.2025,2025-03-02T18:34:00.000000000-0500,70.23,10,70.21,4
MILLBURN::::CL.NY.J.2025,2025-03-02T18:35:00.000000000-0500,70.21,6,70.19,10
MILLBURN::::CL.NY.J.2025,2025-03-02T18:36:00.000000000-0500,70.21,1,70.2,6
MILLBURN::::CL.NY.J.2025,2025-03-02T18:37:00.000000000-0500,70.21,9,70.19,8
MILLBURN::::CL.NY.J.2025,2025-03-02T18:38:00.000000000-0500,70.19,4,70.17,17
MILLBURN::::CL.NY.J.2025,2025-03-02T18:39:00.000000000-0500,70.21,1,70.2,3
MILLBURN::::CL.NY.J.2025,2025-03-02T18:40:00.000000000-0500,70.19,3,70.18,7
MILLBURN::::CL.NY.J.2025,2025-03-02T18:41:00.000000000-0500,70.22,1,70.21,8
MILLBURN::::CL.NY.J.2025,2025-03-02T18:42:00.000000000-0500,70.21,7,70.2,4
MILLBURN::::CL.NY.J.2025,2025-03-02T18:43:00.000000000-0500,70.21,6,70.2,5
MILLBURN::::CL.NY.J.2025,2025-03-02T18:44:00.000000000-0500,70.2,6,70.19,1
MILLBURN::::CL.NY.J.2025,2025-03-02T18:45:00.000000000-0500,70.19,1,70.18,3
MILLBURN::::CL.NY.J.2025,2025-03-02T18:46:00.000000000-0500,70.19,6,70.18,2
MILLBURN::::CL.NY.J.2025,2025-03-02T18:47:00.000000000-0500,70.19,6,70.18,25
MILLBURN::::CL.NY.J.2025,2025-03-02T18:48:00.000000000-0500,70.2,9,70.18,52
MILLBURN::::CL.NY.J.2025,2025-03-02T18:49:00.000000000-0500,70.19,4,70.18,4
MILLBURN::::CL.NY.J.2025,2025-03-02T18:50:00.000000000-0500,70.17,3,70.16,14
